File_Name	Claim_Date	Deduction_Date	ClaimNbr	Manufacturer_Nbr	Manufacturer	Broker	Explanation	Invoice_Total
L42842.pdf	7/1/2021	8/30/2021	L42842	20012	KRAFT HEINZ FOOD COMPANY	None	EDLP ALLOWANCE	1180
L42843.pdf	7/1/2021	8/30/2021	L42843	20012	KRAFT HEINZ FOOD COMPANY	None	EDLP ALLOWANCE	2632.5
L42844.pdf	7/1/2021	8/30/2021	L42844	20012	KRAFT HEINZ FOOD COMPANY	None	EDLP ALLOWANCE	1058
L42845.pdf	7/1/2021	8/30/2021	L42845	20012	KRAFT HEINZ FOOD COMPANY	None	EDLP ALLOWANCE	130
L42846.pdf	7/1/2021	8/30/2021	L42846	20012	KRAFT HEINZ FOOD COMPANY	None	EDLP ALLOWANCE	1383
L42847.pdf	7/1/2021	8/30/2021	L42847	20012	KRAFT HEINZ FOOD COMPANY	None	EDLP ALLOWANCE	1302
L42848.pdf	7/1/2021	8/30/2021	L42848	20012	KRAFT HEINZ FOOD COMPANY	None	EDLP ALLOWANCE	1830
L42849.pdf	7/1/2021	8/30/2021	L42849	20012	KRAFT HEINZ FOOD COMPANY	None	CLOSEOUT ALLOWANCE	578.1
L42850.pdf	7/1/2021	8/30/2021	L42850	30573	P&G	DAVID PINTI	SCAN BILLBACK	1590.75
L42851.pdf	7/1/2021	8/30/2021	L42851	30573	P&G	DAVID PINTI	PER CASE BILLBACK	274
L42852.pdf	7/1/2021	8/30/2021	L42852	30570	P&G	DAVID PINTI	LUMP SUM BILLBACK	6000
L42853.pdf	7/1/2021	8/30/2021	L42853	30570	P&G	DAVID PINTI	LUMP SUM BILLBACK	6000
L42854.pdf	7/1/2021	8/30/2021	L42854	30570	P&G	DAVID PINT	LUMP SUM BILLBACK	2500
L42855.pdf	7/1/2021	8/30/2021	L42855	30570	P&G	DAVID PINTI	LUMP SUM BILLBACK	6000
L42856.pdf	7/7/2021	9/5/2021	L42856	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	2212
L42857.pdf	7/7/2021	9/5/2021	L42857	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	2072
L42858.pdf	7/7/2021	9/5/2021	L42858	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	2960
L42859.pdf	7/7/2021	9/5/2021	L42859	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	3256
L42860.pdf	7/7/2021	9/5/2021	L42860	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	1859.62
L42861.pdf	7/7/2021	9/5/2021	L42861	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	1080.59
L42862.pdf	7/7/2021	9/5/2021	L42862	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	3432
L42863.pdf	7/1/2021	8/30/2021	L42863	71930	SCRIPTURE CANDY	WARREN SNIDER	CLOSEOUT ALLOWANCE	2263.8
L42864.pdf	7/1/2021	8/30/2021	L42864	10252	CONAGRA MEATS	CHRIS OCONNER	PRICE DIFFERENCE	4738.8
L42865.pdf	7/1/2021	8/30/2021	L42865	30576	P&G	DAVID PINTI	SCAN BILLBACK	395.5
L42866.pdf	7/1/2021	8/30/2021	L42866	30576	P&G	DAVID PINTI	SCAN BILLBACK	313
L42867.pdf	7/1/2021	8/30/2021	L42867	43695	P&G	LINA KURANTOMI	SCAN BILLBACK	207.4
L42868.pdf	7/1/2021	8/30/2021	L42868	43695	P&G	LINA KURANTOMI	PRICE DIFFERENCE	148.03
L42869.pdf	7/1/2021	8/30/2021	L42869	11100	ESSENTIA WATER	TODD SCHULZ	DISPLAY ALLOWANCE	7500
L42870.pdf	7/1/2021	8/30/2021	L42870	40530	WYETH CONSUMER	TOM PRICE	SCAN BILLBACK	2248.9
L42871.pdf	7/1/2021	8/30/2021	L42871	40350	SCHWAN FOOD CO	COLE SMITH	DIGITAL COUPON	444
L42872.pdf	7/1/2021	8/30/2021	L42872	70748	NESTLE USA	JOE WEBER	COMPLEX PROMOTION	2555
L42873.pdf	7/1/2021	8/30/2021	L42873	70452	KRAFT	KRAFT MAILDROP	COMPLEX PROMOTION	721.89
L42874.pdf	7/1/2021	8/30/2021	L42874	70713	GENERAL MILLS INC	CHRIS LAFFLER	COMPLEX PROMOTION	300
L42875.pdf	7/1/2021	8/30/2021	L42875	23487	CONAGRA FOODS INC	CARSON GRIFFIN	EDLP ALLOWANCE	1336
L42876.pdf	7/1/2021	8/30/2021	L42876	23487	CONAGRA FOODS INC	CARSON GRIFFIN	EDLP ALLOWANCE	3463.56
L42877.pdf	7/1/2021	8/30/2021	L42877	23487	CONAGRA FOODS INC	CARSON GRIFFIN	EDLP ALLOWANCE	2655
L42878.pdf	7/1/2021	8/30/2021	L42878	23487	CONAGRA FOODS INC	CARSON GRIFFIN	EDLP ALLOWANCE	277.76
L42879.pdf	7/1/2021	8/30/2021	L42879	23487	CONAGRA FOODS INC	CARSON GRIFFIN	EDLP ALLOWANCE	295.5
L42880.pdf	7/1/2021	8/30/2021	L42880	23487	CONAGRA FOODS INC	CARSON GRIFFIN	EDLP ALLOWANCE	974
L42881.pdf	7/1/2021	8/30/2021	L42881	23487	CONAGRA FOODS INC	CARSON GRIFFIN	SCAN BILLBACK	510.8
L42882.pdf	7/1/2021	8/30/2021	L42882	23487	CONAGRA FOODS INC	CARSON GRIFFIN	PRICE DIFFERENCE	254.42
L42883.pdf	7/1/2021	8/30/2021	L42883	23487	CONAGRA FOODS INC	CARSON GRIFFIN	LUMP SUM BILLBACK	2000
L42884.pdf	7/1/2021	8/30/2021	L42884	23487	CONAGRA FOODS INC	CARSON GRIFFIN	SCAN BILLBACK	4778.88
L42885.pdf	7/1/2021	8/30/2021	L42885	23487	CONAGRA FOODS INC	CARSON GRIFFIN	SCAN BILLBACK	3213.28
L42886.pdf	7/1/2021	8/30/2024	L42886	23487	CONAGRA FOODS INC	CARSON GRIFFIN	COMPLEX PROMOTION	2306
L42887.pdf	7/1/2021	8/30/2021	L42887	20170	CONAGRA FOODS	CHRIS OCONNOR	EDLP ALLOWANCE	288.4
L42888.pdf	7/1/2021	8/30/2021	L42888	20170	CONAGRA FOODS	CHRIS OCONNOR	EDLP ALLOWANCE	284.4
L42889.pdf	7/1/2021	8/30/2021	L42889	20170	CONAGRA FOODS	CHRIS OCONNOR	EDLP ALLOWANCE	6187.85
L42890.pdf	7/1/2021	8/30/2021	L42890	20170	CONAGRA FOODS	CHRIS OCONNOR	PER CASE BILLBACK	2329.6
L42891.pdf	7/1/2021	8/30/2021	L42891	20170	CONAGRA FOODS	CHRIS OCONNOR	EDLP ALLOWANCE	1568.76
L42892.pdf	7/1/2021	8/30/2021	L42892	20170	CONAGRA FOODS	CHRIS OCONNOR	EDLP ALLOWANCE	140
L42893.pdf	7/1/2021	8/30/2021	L42893	20170	CONAGRA FOODS	CHRIS OCONNOR	PER CASE BILLBACK	1122.8
L42894.pdf	7/1/2021	8/30/2021	L42894	20170	CONAGRA FOODS	CHRIS OCONNOR	PER CASE BILLBACK	3561.6
L42895.pdf	7/1/2021	8/30/2021	L42895	20170	CONAGRA FOODS	CHRIS OCONNOR	PER CASE BILLBACK	478.5
L42896.pdf	7/1/2021	8/30/2021	L42896	20170	CONAGRA FOODS	CHRIS O’CONNOR	SCAN BILLBACK	329.7
L42897.pdf	7/1/2021	8/30/2021	L42897	20170	CONAGRA FOODS	CHRIS OCONNOR	SCAN BILLBACK	1991.04
L42898.pdf	7/1/2021	8/30/2021	L42898	20170	CONAGRA FOODS	CHRIS OCONNOR	SCAN BILLBACK	498.4
L42899.pdf	7/1/2021	8/30/2021	L42899	20170	CONAGRA FOODS	CHRIS OCONNOR	SCAN BILLBACK	224.1
L42900.pdf	7/2/2021	8/31/2021	L42900	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	NET UNIT COST DIFFERENCE	336.96
L42901.pdf	7/2/2021	8/31/2021	L42901	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PRICE DIFFERENCE	695.36
L42902.pdf	7/2/2021	8/31/2021	L42902	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PRICE DIFFERENCE	602.08
L42903.pdf	7/2/2021	8/31/2021	L42903	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PRICE DIFFERENCE	2198.52
L42904.pdf	7/2/2021	8/31/2021	L42904	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PRICE DIFFERENCE	420.48
L42905.pdf	7/2/2021	8/31/2021	L42905	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	SCAN BILLBACK	1201.02
L42906.pdf	7/2/2021	8/31/2021	L42906	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	SCAN BILLBACK	179
L42907.pdf	7/2/2021	8/31/2021	L42907	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	COMPLEX PROMOTION	263.6
L42908.pdf	7/2/2021	8/31/2021	L42908	10377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	COMPLEX PROMOTION	263.8
L42909.pdf	7/2/2021	8/31/2021	L42909	10377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	COMPLEX PROMOTION	1972.75
L42910.pdf	7/2/2021	8/31/2021	L42910	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	COMPLEX PROMOTION	429
L42911.pdf	7/2/2021	8/31/2021	L42911	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	SHIPPER BILL BACK	584
L42912.pdf	7/2/2021	8/31/2021	L42912	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1638
L42913.pdf	7/2/2021	8/31/2021	L42913	10377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	235.2
L42914.pdf	7/2/2021	8/31/2021	L42914	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	855.6
L42915.pdf	7/2/2021	8/31/2021	L42915	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	713
L42916.pdf	7/2/2021	8/31/2021	L42916	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PER CASE BILLBACK	443.36
L42917.pdf	7/2/2021	8/31/2021	L42917	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PER CASE BILLBACK	3284.4
L42918.pdf	7/2/2021	8/31/2021	L42918	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	141.12
L42919.pdf	7/2/2024	8/31/2021	L42919	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	218.7
L42920.pdf	7/2/2021	8/31/2021	L42920	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	4038
L42921.pdf	7/2/2021	8/31/2021	L42921	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1008.8
L42922.pdf	7/2/2021	8/31/2021	L42922	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	3958.08
L42923.pdf	7/2/2021	8/31/2021	L42923	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	678.27
L42924.pdf	7/2/2021	8/31/2021	L42924	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	7289.28
L42925.pdf	7/2/2021	8/31/2021	L42925	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	19615.32
L42926.pdf	7/2/2021	8/31/2021	L42926	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	12574.08
L42927.pdf	7/2/2021	8/31/2021	L42927	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	218.7
L42928.pdf	7/2/2021	8/31/2021	L42928	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	15295
L42929.pdf	7/2/2021	8/31/2021	L42929	10377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1195.68
L42930.pdf	7/2/2021	8/31/2021	L42930	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1421.2
L42931.pdf	7/2/2021	8/31/2021	L42931	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1580.4
L42932.pdf	7/2/2021	8/31/2021	L42932	10377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1538.16
L42933.pdf	7/2/2021	8/31/2021	L42933	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1004.4
L42934.pdf	7/2/2021	8/31/2021	L42934	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	222
L42935.pdf	7/2/2021	8/31/2021	L42935	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PER CASE BILLBACK	402
L42936.pdf	7/2/2021	8/31/2021	L42936	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PER CASE BILLBACK	655.2
L42937.pdf	7/2/2021	8/31/2021	L42937	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	PER CASE BILLBACK	332.52
L42938.pdf	7/2/2021	8/31/2021	L42938	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	EDLP ALLOWANCE	1612.8
L42939.pdf	7/2/2021	8/31/2021	L42939	70377	CONAGRA GROCERY & SNACK	GREG HEBEISEN	FUEL REWARDS	1693.5
L42940.pdf	7/2/2021	8/31/2021	L42940	20170	CONAGRA FOODS	CHRIS OCONNOR	LUMP SUM BILIBACK	2500
L42941.pdf	7/2/2021	8/31/2021	L42941	20170	CONAGRA FOODS	CHRIS OCONNOR	COMPLEX PROMOTION	4633.5
L42942.pdf	7/2/2021	8/31/2021	L42942	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	2960
L42943.pdf	7/2/2021	8/31/2021	L42943	20125	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	3488.94
L42944.pdf	7/2/2021	8/31/2021	L42944	20125	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	5543.68
L42945.pdf	7/14/2021	9/12/2021	L42945	6576	COCA COLA	MIKE MCCORMACK	AD FUNDS	3500
L42946.pdf	7/14/2021	9/12/2021	L42946	6576	COCA COLA	MIKE MCCORMACK	AD FUNDS	7500
L42947.pdf	7/14/2021	9/12/2021	L42947	6576	COCA COLA	MIKE MCCORMACK	AD FUNDS	7500
L42948.pdf	7/15/2021	9/13/2021	L42948	41350	RB HEALTH US LLC	PENNY HAGLUND	NEW ITEM ALLOWANCE	7361.44
L42949.pdf	7/15/2021	9/13/2021	L42949	50205	DURACELL	LANCE BRUNE	SHIPPER BILL BACK	2920
L42950.pdf	7/15/2021	9/13/2021	L42950	30455	KRAFT	KRAFT MAILDROP	PER CASE BILLBACK	16338
L42951.pdf	7/15/2021	9/13/2021	L42951	30455	KRAFT	KRAFT MAILDROP	PER CASE BILLBACK	2000.88
L42952.pdf	7/15/2021	9/13/2021	L42952	30455	KRAFT	KRAFT MAILDROP	AD FUNDS	1000
L42953.pdf	7/15/2021	9/13/2021	L42953	30455	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	281.7
L42954.pdf	7/15/2021	9/13/2021	L42954	70217	KRAFT	KRAFT MAILDROP	SHIPPER BILL BACK	132
L42955.pdf	7/15/2021	9/13/2021	L42955	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	333.45
L42956.pdf	7/15/2021	9/13/2021	L42956	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	309.15
L42957.pdf	7/15/2021	9/13/2021	L42957	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	839.16
L42958.pdf	7/15/2021	9/13/2021	L42958	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	175.5
L42959.pdf	7/15/2021	9/13/2021	L42959	70217	KRAFT	KRAFT MAILDROP	EDLP ALLOWANCE	8433.4
L42960.pdf	7/15/2021	9/13/2021	L42960	70217	KRAFT	KRAFT MAILDROP	EDLP ALLOWANCE	1145.6
L42961.pdf	7/15/2021	9/13/2021	L42961	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	699.3
L42962.pdf	7/15/2021	9/13/2021	L42962	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	447.3
L42963.pdf	7/15/2021	9/13/2021	L42963	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	359.1
L42964.pdf	7/15/2021	9/13/2021	L42964	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	410.19
L42965.pdf	7/15/2021	9/13/2021	L42965	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	571.2
L42966.pdf	7/15/2021	9/13/2021	L42966	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	228
L42967.pdf	7/15/2021	9/13/2021	L42967	70217	KRAFT	KRAFT MAILDROP	PER CASE BILLBACK	7944
L42968.pdf	7/15/2021	9/13/2021	L42968	70217	KRAFT	KRAFT MAIIDROP	LUMP SUM BILLBACK	250
L42969.pdf	7/15/2021	9/13/2021	L42969	70217	KRAFT	KRAFT MAILDROP	LUMP SUM BILIBACK	3000
L42970.pdf	7/15/2021	9/13/2021	L42970	70274	KRAFT	KRAFT MAILDROP	SHIPPER BILL BACK	1073
L42971.pdf	7/15/2021	9/13/2021	L42971	70274	KRAFT	KRAFT MAILDROP	SHIPPER BILL BACK	2923
L42972.pdf	7/15/2021	9/13/2021	L42972	70274	KRAFT	KRAFT MAILDROP	LUMP SUM BILLBACK	6750
L42973.pdf	7/15/2021	9/13/2021	L42973	70274	KRAFT	KRAFT MAILDROP	LUMP SUM BILLBACK	500
L42974.pdf	7/15/2021	9/13/2021	L42974	70274	KRAFT	KRAFT MAILDROP	LUMP SUM BILLBACK	3000
L42975.pdf	7/15/2021	9/13/2021	L42975	70315	KRAFT	KRAFT MAIIDROP	SCAN BILLBACK	759.6
L42976.pdf	7/15/2021	9/13/2021	L42976	70315	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	105.04
L42977.pdf	7/15/2021	9/13/2021	L42977	70315	KRAFT	KRAFT MAILDROP	EDLP ALLOWANCE	1291.92
L42978.pdf	7/15/2021	9/13/2021	L42978	70315	KRAFT	KRAFT MAILDROP	LUMP SUM BILLBACK	250
L42979.pdf	7/15/2021	9/13/2021	L42979	70315	KRAFT	KRAFT MAILDROP	CLOSEOUT ALLOWANCE	291
L42980.pdf	7/15/2021	9/13/2021	L42980	70315	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	258.3
L42981.pdf	7/15/2021	9/13/2021	L42981	70217	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	699.3
L42982.pdf	7/15/2027	9/13/2021	L42982	70319	KRAFT	KRAFT MAILDROP	EDLP ALLOWANCE	18743.52
L42983.pdf	7/16/2021	9/13/2021	L42983	70319	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	530.3
L42984.pdf	7/15/2021	9/13/2021	L42984	70319	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	312.39
L42985.pdf	7/15/2021	9/13/2021	L42985	70451	KRAFT	KRAFT MAILDROP	SCAN BILLBACK	2584.5
L42986.pdf	7/16/2021	9/14/2021	L42986	28025	MONDETEZ INTERNATIONAL	BRIDGET BACON	SCAN BILLBACK	714.56
L42987.pdf	7/16/2021	9/14/2021	L42987	28025	MONDELEZ INTERNATIONAL	BRIDGET BACON	SCAN BILLBACK	2921
L42988.pdf	7/16/2021	9/14/2021	L42988	28025	MONDELEZ INTERNATIONAL	BRIDGET BACON	SCAN BILLBACK	4158
L42989.pdf	7/16/2021	9/14/2021	L42989	28025	MONDELEZ INTERNATIONAL	BRIDGET BACON	SCAN BILLBACK	729.9
L42990.pdf	7/16/2021	9/14/2021	L42990	28025	MONDELEZ INTERNATIONAL	BRIDGET BACON	SCAN BILLBACK	7229.04
L42991.pdf	7/16/2021	9/14/2021	L42991	28025	MONDELEZ INTERNATIONAL	BRIDGET BACON	SCAN BILLBACK	3746.34
L42992.pdf	7/16/2021	9/14/2021	L42992	28025	MONDELEZ INTERNATIONAL	BRIDGET BACON	SCAN BILLBACK	1025.64
L42993.pdf	7/16/2021	9/14/2021	L42993	32175	PEPSI BOTTLING VENTURES	MICHAEL BULLINS	SCAN BILLBACK	2674
L42994.pdf	7/16/2021	9/14/2021	L42994	32175	PEPSI BOTTLING VENTURES	MICHAEL BULLINS	SCAN BILLBACK	3390.8
L42995.pdf	7/16/2021	9/14/2021	L42995	32175	PEPSI BOTTLING VENTURES	MICHAEL BULLINS	SCAN BILLBACK	7625.64
L42996.pdf	7/16/2021	9/14/2021	L42996	32175	PEPSI BOTTLING VENTURES	MICHAEL BULLINS	SCAN BILLBACK	10159.04
L42997.pdf	7/16/2021	9/14/2021	L42997	32175	PEPSI BOTTLING VENTURES	MICHAEL BULLINS	SCAN BILLBACK	670
L42998.pdf	7/16/2021	9/14/2021	L42998	32175	PEPSI BOTTLING VENTURES	MICHAEL BULLINS	SCAN BILLBACK	1486
L42999.pdf	7/16/2021	9/14/2021	L42999	32175	PEPSI BOTTLING VENTURES	MICHAEL BULLINS	SCAN BILLBACK	2162.4
L43000.pdf	7/16/2021	9/14/2021	L43000	70187	FAIRLIFE	BOB SHANER	SCAN BILLBACK	1261.73
L43001.pdf	7/16/2021	9/14/2021	L43001	6576	COCA COLA	MIKE MCCORMACK	SCAN BILLBACK	3276
L43002.pdf	7/16/2021	9/14/2021	L43002	6576	COCA COLA	MIKE MCCORMACK	SCAN BILLBACK	6068
L43003.pdf	7/16/2021	9/14/2021	L43003	71174	WHITE WAVE	SAM FLEMMINGS	SCAN BILLBACK	1327.04
L43004.pdf	7/16/2021	9/14/2021	L43004	71174	WHITE WAVE	SAM FLEMMINGS	SCAN BILLBACK	384.7
L43005.pdf	7/16/2021	9/14/2021	L43005	20320	NESTLE USA	RIKI BRADFORD	SCAN BILLBACK	1101.25
L43006.pdf	7/16/2021	9/14/2021	L43006	20320	NESTLE USA	RIKI BRADFORD	SCAN BILLBACK	766.25
